"seasonid","baseline","threshold","percent_pni","percent_complete","number_influenza","number_pneumonia","all_deaths","total_pni","weeknumber","geo_description","age_label","week_start","week_end","year_week_num","mmwrid","coverage_area","region_name","callout"
"58",0.051,0.054,0.051,1,8,2601,50984,2609,"33","National","All",2019-08-11,2019-08-17,33,"3007","national","national","Normal levels"
"58",0.051,0.054,0.051,1,6,2602,50999,2608,"34","National","All",2019-08-18,2019-08-24,34,"3008","national","national","Normal levels"
"58",0.051,0.054,0.051,1,13,2618,51143,2631,"35","National","All",2019-08-25,2019-08-31,35,"3009","national","national","Normal levels"
"58",0.052,0.055,0.05,1,12,2583,51805,2595,"36","National","All",2019-09-01,2019-09-07,36,"3010","national","national","Normal levels"
"58",0.052,0.055,0.049,1,16,2515,51610,2531,"37","National","All",2019-09-08,2019-09-14,37,"3011","national","national","Normal levels"
"58",0.052,0.055,0.053,1,14,2709,51741,2723,"38","National","All",2019-09-15,2019-09-21,38,"3012","national","national","Normal levels"
"58",0.053,0.056,0.053,1,16,2780,52740,2796,"39","National","All",2019-09-22,2019-09-28,39,"3013","national","national","Normal levels"
"57",0.057,0.06,0.058,1,16,3022,52110,3038,"40","National","All",2017-10-01,2017-10-07,40,"2910","national","national","Normal levels"
"57",0.058,0.061,0.059,1,18,3001,51578,3019,"41","National","All",2017-10-08,2017-10-14,41,"2911","national","national","Normal levels"
"57",0.059,0.062,0.061,1,28,3156,52228,3184,"42","National","All",2017-10-15,2017-10-21,42,"2912","national","national","Normal levels"
"57",0.06,0.063,0.063,1,23,3279,52548,3302,"43","National","All",2017-10-22,2017-10-28,43,"2913","national","national","At or Above Threshold"
"57",0.061,0.064,0.061,1,36,3215,53679,3251,"44","National","All",2017-10-29,2017-11-04,44,"2914","national","national","Normal levels"
"57",0.062,0.065,0.061,1,45,3180,53258,3225,"45","National","All",2017-11-05,2017-11-11,45,"2915","national","national","Normal levels"
"57",0.063,0.066,0.063,1,50,3315,53771,3365,"46","National","All",2017-11-12,2017-11-18,46,"2916","national","national","Normal levels"
"57",0.064,0.067,0.06,1,48,3202,54120,3250,"47","National","All",2017-11-19,2017-11-25,47,"2917","national","national","Normal levels"
"57",0.065,0.068,0.065,1,83,3493,54760,3576,"48","National","All",2017-11-26,2017-12-02,48,"2918","national","national","Normal levels"
"57",0.066,0.069,0.066,1,118,3528,55595,3646,"49","National","All",2017-12-03,2017-12-09,49,"2919","national","national","Normal levels"
"57",0.067,0.07,0.068,1,165,3759,57370,3924,"50","National","All",2017-12-10,2017-12-16,50,"2920","national","national","Normal levels"
"57",0.068,0.071,0.073,1,359,3987,59505,4346,"51","National","All",2017-12-17,2017-12-23,51,"2921","national","national","At or Above Threshold"
"57",0.069,0.072,0.083,1,671,4418,61090,5089,"52","National","All",2017-12-24,2017-12-30,52,"2922","national","national","At or Above Threshold"
"57",0.07,0.073,0.096,1,1165,5156,66134,6321,"1","National","All",2017-12-31,2018-01-06,1,"2923","national","national","At or Above Threshold"
"57",0.07,0.074,0.105,1,1536,5583,67495,7119,"2","National","All",2018-01-07,2018-01-13,2,"2924","national","national","At or Above Threshold"
"57",0.071,0.074,0.109,1,1626,5412,64646,7038,"3","National","All",2018-01-14,2018-01-20,3,"2925","national","national","At or Above Threshold"
"57",0.072,0.075,0.106,1,1448,5187,62780,6635,"4","National","All",2018-01-21,2018-01-27,4,"2926","national","national","At or Above Threshold"
"57",0.072,0.075,0.102,1,1360,4877,60974,6237,"5","National","All",2018-01-28,2018-02-03,5,"2927","national","national","At or Above Threshold"
"57",0.072,0.075,0.097,1,1243,4689,61110,5932,"6","National","All",2018-02-04,2018-02-10,6,"2928","national","national","At or Above Threshold"
"57",0.072,0.075,0.097,1,1179,4599,59779,5778,"7","National","All",2018-02-11,2018-02-17,7,"2929","national","national","At or Above Threshold"
"57",0.072,0.075,0.092,1,892,4426,57793,5318,"8","National","All",2018-02-18,2018-02-24,8,"2930","national","national","At or Above Threshold"
"57",0.072,0.075,0.084,1,738,4044,56692,4782,"9","National","All",2018-02-25,2018-03-03,9,"2931","national","national","At or Above Threshold"
"57",0.072,0.075,0.08,1,507,4061,57093,4568,"10","National","All",2018-03-04,2018-03-10,10,"2932","national","national","At or Above Threshold"
"57",0.071,0.074,0.076,1,444,3853,56326,4297,"11","National","All",2018-03-11,2018-03-17,11,"2933","national","national","At or Above Threshold"
"57",0.071,0.074,0.074,1,345,3793,55766,4138,"12","National","All",2018-03-18,2018-03-24,12,"2934","national","national","At or Above Threshold"
"57",0.07,0.073,0.074,1,284,3779,54918,4063,"13","National","All",2018-03-25,2018-03-31,13,"2935","national","national","At or Above Threshold"
"57",0.069,0.072,0.072,1,300,3698,55294,3998,"14","National","All",2018-04-01,2018-04-07,14,"2936","national","national","At or Above Threshold"
"57",0.068,0.072,0.069,1,214,3590,55228,3804,"15","National","All",2018-04-08,2018-04-14,15,"2937","national","national","Normal levels"
"57",0.067,0.071,0.066,1,153,3430,54038,3583,"16","National","All",2018-04-15,2018-04-21,16,"2938","national","national","Normal levels"
"57",0.066,0.069,0.065,1,119,3394,53727,3513,"17","National","All",2018-04-22,2018-04-28,17,"2939","national","national","Normal levels"
"57",0.065,0.068,0.061,1,106,3198,53741,3304,"18","National","All",2018-04-29,2018-05-05,18,"2940","national","national","Normal levels"
"57",0.064,0.067,0.059,1,53,3032,52105,3085,"19","National","All",2018-05-06,2018-05-12,19,"2941","national","national","Normal levels"
"57",0.063,0.066,0.059,1,43,2955,50618,2998,"20","National","All",2018-05-13,2018-05-19,20,"2942","national","national","Normal levels"
"57",0.062,0.065,0.058,1,26,2951,50929,2977,"21","National","All",2018-05-20,2018-05-26,21,"2943","national","national","Normal levels"
"57",0.061,0.064,0.057,1,26,2905,51045,2931,"22","National","All",2018-05-27,2018-06-02,22,"2944","national","national","Normal levels"
"57",0.059,0.063,0.056,1,14,2908,52001,2922,"23","National","All",2018-06-03,2018-06-09,23,"2945","national","national","Normal levels"
"57",0.058,0.062,0.057,1,14,2935,51387,2949,"24","National","All",2018-06-10,2018-06-16,24,"2946","national","national","Normal levels"
"57",0.057,0.06,0.056,1,7,2865,51044,2872,"25","National","All",2018-06-17,2018-06-23,25,"2947","national","national","Normal levels"
"57",0.056,0.06,0.057,1,9,2868,50855,2877,"26","National","All",2018-06-24,2018-06-30,26,"2948","national","national","Normal levels"
"57",0.055,0.059,0.054,1,10,2769,51684,2779,"27","National","All",2018-07-01,2018-07-07,27,"2949","national","national","Normal levels"
"57",0.055,0.058,0.054,1,5,2781,51191,2786,"28","National","All",2018-07-08,2018-07-14,28,"2950","national","national","Normal levels"
"57",0.054,0.057,0.054,1,8,2706,50609,2714,"29","National","All",2018-07-15,2018-07-21,29,"2951","national","national","Normal levels"
"57",0.053,0.057,0.054,1,12,2700,50274,2712,"30","National","All",2018-07-22,2018-07-28,30,"2952","national","national","Normal levels"
"57",0.053,0.056,0.053,1,4,2661,50637,2665,"31","National","All",2018-07-29,2018-08-04,31,"2953","national","national","Normal levels"
"57",0.053,0.056,0.053,1,10,2673,50967,2683,"32","National","All",2018-08-05,2018-08-11,32,"2954","national","national","Normal levels"
"57",0.052,0.056,0.052,1,5,2616,50301,2621,"33","National","All",2018-08-12,2018-08-18,33,"2955","national","national","Normal levels"
"57",0.052,0.056,0.054,1,10,2713,50459,2723,"34","National","All",2018-08-19,2018-08-25,34,"2956","national","national","Normal levels"
"57",0.052,0.056,0.052,1,6,2630,50611,2636,"35","National","All",2018-08-26,2018-09-01,35,"2957","national","national","Normal levels"
"57",0.053,0.056,0.055,1,6,2749,50299,2755,"36","National","All",2018-09-02,2018-09-08,36,"2958","national","national","Normal levels"
"57",0.053,0.056,0.054,1,8,2761,51083,2769,"37","National","All",2018-09-09,2018-09-15,37,"2959","national","national","Normal levels"
"57",0.054,0.057,0.055,1,11,2819,51583,2830,"38","National","All",2018-09-16,2018-09-22,38,"2960","national","national","Normal levels"
"57",0.054,0.057,0.055,1,14,2814,50959,2828,"39","National","All",2018-09-23,2018-09-29,39,"2961","national","national","Normal levels"
"56",0.059,0.062,0.059,1,18,3026,51411,3044,"40","National","All",2016-10-02,2016-10-08,40,"2858","national","national","Normal levels"
"56",0.06,0.063,0.061,1,11,3194,52143,3205,"41","National","All",2016-10-09,2016-10-15,41,"2859","national","national","Normal levels"
"56",0.061,0.064,0.062,1,7,3178,51460,3185,"42","National","All",2016-10-16,2016-10-22,42,"2860","national","national","Normal levels"
"56",0.062,0.065,0.061,1,17,3130,51876,3147,"43","National","All",2016-10-23,2016-10-29,43,"2861","national","national","Normal levels"
"56",0.063,0.066,0.06,1,16,3100,51767,3116,"44","National","All",2016-10-30,2016-11-05,44,"2862","national","national","Normal levels"
"56",0.064,0.067,0.061,1,19,3208,52542,3227,"45","National","All",2016-11-06,2016-11-12,45,"2863","national","national","Normal levels"
"56",0.065,0.068,0.06,1,7,3193,53464,3200,"46","National","All",2016-11-13,2016-11-19,46,"2864","national","national","Normal levels"
"56",0.066,0.07,0.062,1,22,3258,53169,3280,"47","National","All",2016-11-20,2016-11-26,47,"2865","national","national","Normal levels"
"56",0.067,0.071,0.065,1,34,3516,54607,3550,"48","National","All",2016-11-27,2016-12-03,48,"2866","national","national","Normal levels"
"56",0.068,0.072,0.066,1,33,3618,55169,3651,"49","National","All",2016-12-04,2016-12-10,49,"2867","national","national","Normal levels"
"56",0.07,0.073,0.068,1,46,3782,56020,3828,"50","National","All",2016-12-11,2016-12-17,50,"2868","national","national","Normal levels"
"56",0.071,0.074,0.068,1,92,3739,56754,3831,"51","National","All",2016-12-18,2016-12-24,51,"2869","national","national","Normal levels"
"56",0.071,0.075,0.074,1,157,4108,57655,4265,"52","National","All",2016-12-25,2016-12-31,52,"2870","national","national","Normal levels"
"56",0.072,0.076,0.081,1,289,4558,59763,4847,"1","National","All",2017-01-01,2017-01-07,1,"2871","national","national","At or Above Threshold"
"56",0.073,0.076,0.08,1,368,4505,60980,4873,"2","National","All",2017-01-08,2017-01-14,2,"2872","national","national","At or Above Threshold"
"56",0.074,0.077,0.084,1,373,4621,59293,4994,"3","National","All",2017-01-15,2017-01-21,3,"2873","national","national","At or Above Threshold"
"56",0.074,0.078,0.083,1,367,4427,58047,4794,"4","National","All",2017-01-22,2017-01-28,4,"2874","national","national","At or Above Threshold"
"56",0.075,0.078,0.082,1,351,4452,58432,4803,"5","National","All",2017-01-29,2017-02-04,5,"2875","national","national","At or Above Threshold"
"56",0.075,0.078,0.082,1,419,4448,59038,4867,"6","National","All",2017-02-05,2017-02-11,6,"2876","national","national","At or Above Threshold"
"56",0.075,0.078,0.085,1,545,4419,58479,4964,"7","National","All",2017-02-12,2017-02-18,7,"2877","national","national","At or Above Threshold"
"56",0.075,0.078,0.085,1,605,4369,58288,4974,"8","National","All",2017-02-19,2017-02-25,8,"2878","national","national","At or Above Threshold"
"56",0.075,0.078,0.084,1,534,4260,57256,4794,"9","National","All",2017-02-26,2017-03-04,9,"2879","national","national","At or Above Threshold"
"56",0.074,0.078,0.082,1,472,4223,57477,4695,"10","National","All",2017-03-05,2017-03-11,10,"2880","national","national","At or Above Threshold"
"56",0.074,0.077,0.079,1,376,4100,56656,4476,"11","National","All",2017-03-12,2017-03-18,11,"2881","national","national","At or Above Threshold"
"56",0.073,0.076,0.077,1,319,4091,57045,4410,"12","National","All",2017-03-19,2017-03-25,12,"2882","national","national","At or Above Threshold"
"56",0.072,0.076,0.076,1,333,3887,55703,4220,"13","National","All",2017-03-26,2017-04-01,13,"2883","national","national","At or Above Threshold"
"56",0.072,0.075,0.074,1,266,3821,55159,4087,"14","National","All",2017-04-02,2017-04-08,14,"2884","national","national","Normal levels"
"56",0.071,0.074,0.073,1,208,3776,54861,3984,"15","National","All",2017-04-09,2017-04-15,15,"2885","national","national","Normal levels"
"56",0.07,0.073,0.069,1,162,3489,53070,3651,"16","National","All",2017-04-16,2017-04-22,16,"2886","national","national","Normal levels"
"56",0.069,0.072,0.067,1,90,3458,53295,3548,"17","National","All",2017-04-23,2017-04-29,17,"2887","national","national","Normal levels"
"56",0.067,0.071,0.064,1,63,3308,52657,3371,"18","National","All",2017-04-30,2017-05-06,18,"2888","national","national","Normal levels"
"56",0.066,0.07,0.063,1,50,3216,51985,3266,"19","National","All",2017-05-07,2017-05-13,19,"2889","national","national","Normal levels"
"56",0.065,0.068,0.062,1,53,3201,52480,3254,"20","National","All",2017-05-14,2017-05-20,20,"2890","national","national","Normal levels"
"56",0.064,0.067,0.061,1,24,3091,50972,3115,"21","National","All",2017-05-21,2017-05-27,21,"2891","national","national","Normal levels"
"56",0.063,0.066,0.059,1,23,3019,51256,3042,"22","National","All",2017-05-28,2017-06-03,22,"2892","national","national","Normal levels"
"56",0.061,0.065,0.061,1,17,3127,51418,3144,"23","National","All",2017-06-04,2017-06-10,23,"2893","national","national","Normal levels"
"56",0.06,0.064,0.061,1,19,3069,50797,3088,"24","National","All",2017-06-11,2017-06-17,24,"2894","national","national","Normal levels"
"56",0.059,0.063,0.059,1,15,2982,51195,2997,"25","National","All",2017-06-18,2017-06-24,25,"2895","national","national","Normal levels"
"56",0.058,0.062,0.059,1,10,2954,50617,2964,"26","National","All",2017-06-25,2017-07-01,26,"2896","national","national","Normal levels"
"56",0.057,0.061,0.056,1,18,2824,50959,2842,"27","National","All",2017-07-02,2017-07-08,27,"2897","national","national","Normal levels"
"56",0.057,0.06,0.061,1,4,3047,49973,3051,"28","National","All",2017-07-09,2017-07-15,28,"2898","national","national","At or Above Threshold"
"56",0.056,0.059,0.055,1,10,2755,50127,2765,"29","National","All",2017-07-16,2017-07-22,29,"2899","national","national","Normal levels"
"56",0.055,0.059,0.058,1,3,2853,49362,2856,"30","National","All",2017-07-23,2017-07-29,30,"2900","national","national","Normal levels"
"56",0.055,0.058,0.054,1,4,2695,50087,2699,"31","National","All",2017-07-30,2017-08-05,31,"2901","national","national","Normal levels"
"56",0.054,0.058,0.054,1,6,2723,50237,2729,"32","National","All",2017-08-06,2017-08-12,32,"2902","national","national","Normal levels"
"56",0.054,0.058,0.054,1,11,2689,50185,2700,"33","National","All",2017-08-13,2017-08-19,33,"2903","national","national","Normal levels"
"56",0.054,0.058,0.056,1,7,2756,49517,2763,"34","National","All",2017-08-20,2017-08-26,34,"2904","national","national","Normal levels"
"56",0.054,0.058,0.054,1,7,2716,50832,2723,"35","National","All",2017-08-27,2017-09-02,35,"2905","national","national","Normal levels"
"56",0.055,0.058,0.056,1,12,2825,50981,2837,"36","National","All",2017-09-03,2017-09-09,36,"2906","national","national","Normal levels"
"56",0.055,0.058,0.059,1,7,3021,51694,3028,"37","National","All",2017-09-10,2017-09-16,37,"2907","national","national","At or Above Threshold"
"56",0.056,0.059,0.058,1,16,2935,51230,2951,"38","National","All",2017-09-17,2017-09-23,38,"2908","national","national","Normal levels"
"56",0.056,0.059,0.057,1,19,2888,51343,2907,"39","National","All",2017-09-24,2017-09-30,39,"2909","national","national","Normal levels"
"55",0.061,0.065,0.063,1,14,3207,51096,3221,"40","National","All",2015-10-04,2015-10-10,40,"2806","national","national","Normal levels"
"55",0.062,0.066,0.063,1,7,3145,50038,3152,"41","National","All",2015-10-11,2015-10-17,41,"2807","national","national","Normal levels"
"55",0.063,0.067,0.064,1,16,3227,50925,3243,"42","National","All",2015-10-18,2015-10-24,42,"2808","national","national","Normal levels"
"55",0.064,0.068,0.063,1,17,3171,50483,3188,"43","National","All",2015-10-25,2015-10-31,43,"2809","national","national","Normal levels"
"55",0.065,0.069,0.066,1,20,3355,51176,3375,"44","National","All",2015-11-01,2015-11-07,44,"2810","national","national","Normal levels"
"55",0.067,0.07,0.064,1,14,3228,50750,3242,"45","National","All",2015-11-08,2015-11-14,45,"2811","national","national","Normal levels"
"55",0.068,0.071,0.065,1,13,3358,51812,3371,"46","National","All",2015-11-15,2015-11-21,46,"2812","national","national","Normal levels"
"55",0.069,0.073,0.065,1,14,3337,51492,3351,"47","National","All",2015-11-22,2015-11-28,47,"2813","national","national","Normal levels"
"55",0.07,0.074,0.067,1,22,3461,52067,3483,"48","National","All",2015-11-29,2015-12-05,48,"2814","national","national","Normal levels"
"55",0.071,0.075,0.066,1,20,3537,53752,3557,"49","National","All",2015-12-06,2015-12-12,49,"2815","national","national","Normal levels"
"55",0.072,0.076,0.067,1,26,3482,52268,3508,"50","National","All",2015-12-13,2015-12-19,50,"2816","national","national","Normal levels"
"55",0.073,0.077,0.067,1,15,3535,53213,3550,"51","National","All",2015-12-20,2015-12-26,51,"2817","national","national","Normal levels"
"55",0.074,0.078,0.075,1,31,3925,52613,3956,"52","National","All",2015-12-27,2016-01-02,52,"2818","national","national","Normal levels"
"55",0.075,0.079,0.077,1,32,4246,55863,4278,"1","National","All",2016-01-03,2016-01-09,1,"2819","national","national","Normal levels"
"55",0.076,0.079,0.078,1,30,4284,55594,4314,"2","National","All",2016-01-10,2016-01-16,2,"2820","national","national","Normal levels"
"55",0.077,0.08,0.074,1,36,4048,55226,4084,"3","National","All",2016-01-17,2016-01-23,3,"2821","national","national","Normal levels"
"55",0.077,0.081,0.075,1,50,4116,55664,4166,"4","National","All",2016-01-24,2016-01-30,4,"2822","national","national","Normal levels"
"55",0.077,0.081,0.075,1,61,4086,55138,4147,"5","National","All",2016-01-31,2016-02-06,5,"2823","national","national","Normal levels"
"55",0.078,0.081,0.074,1,93,3991,55460,4084,"6","National","All",2016-02-07,2016-02-13,6,"2824","national","national","Normal levels"
"55",0.078,0.081,0.075,1,149,4051,56170,4200,"7","National","All",2016-02-14,2016-02-20,7,"2825","national","national","Normal levels"
"55",0.077,0.081,0.08,1,187,4232,55201,4419,"8","National","All",2016-02-21,2016-02-27,8,"2826","national","national","Normal levels"
"55",0.077,0.081,0.081,1,257,4253,55929,4510,"9","National","All",2016-02-28,2016-03-05,9,"2827","national","national","At or Above Threshold"
"55",0.077,0.08,0.082,1,295,4288,56228,4583,"10","National","All",2016-03-06,2016-03-12,10,"2828","national","national","At or Above Threshold"
"55",0.076,0.08,0.083,1,351,4154,54583,4505,"11","National","All",2016-03-13,2016-03-19,11,"2829","national","national","At or Above Threshold"
"55",0.076,0.079,0.082,1,295,4194,54811,4489,"12","National","All",2016-03-20,2016-03-26,12,"2830","national","national","At or Above Threshold"
"55",0.075,0.078,0.077,1,282,3896,53942,4178,"13","National","All",2016-03-27,2016-04-02,13,"2831","national","national","Normal levels"
"55",0.074,0.077,0.078,1,250,3945,54071,4195,"14","National","All",2016-04-03,2016-04-09,14,"2832","national","national","At or Above Threshold"
"55",0.073,0.076,0.076,1,196,3891,53494,4087,"15","National","All",2016-04-10,2016-04-16,15,"2833","national","national","At or Above Threshold"
"55",0.072,0.075,0.072,1,148,3684,53162,3832,"16","National","All",2016-04-17,2016-04-23,16,"2834","national","national","Normal levels"
"55",0.071,0.074,0.069,1,127,3402,51080,3529,"17","National","All",2016-04-24,2016-04-30,17,"2835","national","national","Normal levels"
"55",0.069,0.073,0.068,1,91,3403,51282,3494,"18","National","All",2016-05-01,2016-05-07,18,"2836","national","national","Normal levels"
"55",0.068,0.072,0.065,1,74,3240,51005,3314,"19","National","All",2016-05-08,2016-05-14,19,"2837","national","national","Normal levels"
"55",0.067,0.07,0.066,1,34,3290,50470,3324,"20","National","All",2016-05-15,2016-05-21,20,"2838","national","national","Normal levels"
"55",0.066,0.069,0.064,1,30,3199,50491,3229,"21","National","All",2016-05-22,2016-05-28,21,"2839","national","national","Normal levels"
"55",0.064,0.068,0.061,1,17,3025,49712,3042,"22","National","All",2016-05-29,2016-06-04,22,"2840","national","national","Normal levels"
"55",0.063,0.067,0.064,1,17,3175,49917,3192,"23","National","All",2016-06-05,2016-06-11,23,"2841","national","national","Normal levels"
"55",0.062,0.065,0.059,1,18,2920,49913,2938,"24","National","All",2016-06-12,2016-06-18,24,"2842","national","national","Normal levels"
"55",0.061,0.064,0.058,1,12,2876,49623,2888,"25","National","All",2016-06-19,2016-06-25,25,"2843","national","national","Normal levels"
"55",0.06,0.063,0.059,1,10,2915,49753,2925,"26","National","All",2016-06-26,2016-07-02,26,"2844","national","national","Normal levels"
"55",0.059,0.062,0.059,1,10,2914,49702,2924,"27","National","All",2016-07-03,2016-07-09,27,"2845","national","national","Normal levels"
"55",0.058,0.062,0.059,1,6,2926,49637,2932,"28","National","All",2016-07-10,2016-07-16,28,"2846","national","national","Normal levels"
"55",0.057,0.061,0.056,1,5,2768,49281,2773,"29","National","All",2016-07-17,2016-07-23,29,"2847","national","national","Normal levels"
"55",0.057,0.06,0.057,1,5,2804,49699,2809,"30","National","All",2016-07-24,2016-07-30,30,"2848","national","national","Normal levels"
"55",0.056,0.06,0.058,1,2,2846,49510,2848,"31","National","All",2016-07-31,2016-08-06,31,"2849","national","national","Normal levels"
"55",0.056,0.06,0.057,1,2,2827,49743,2829,"32","National","All",2016-08-07,2016-08-13,32,"2850","national","national","Normal levels"
"55",0.056,0.059,0.058,1,5,2867,49812,2872,"33","National","All",2016-08-14,2016-08-20,33,"2851","national","national","Normal levels"
"55",0.056,0.059,0.057,1,6,2827,49516,2833,"34","National","All",2016-08-21,2016-08-27,34,"2852","national","national","Normal levels"
"55",0.056,0.06,0.058,1,5,2869,49585,2874,"35","National","All",2016-08-28,2016-09-03,35,"2853","national","national","Normal levels"
"55",0.056,0.06,0.058,1,5,2881,50084,2886,"36","National","All",2016-09-04,2016-09-10,36,"2854","national","national","Normal levels"
"55",0.057,0.06,0.062,1,8,3093,49924,3101,"37","National","All",2016-09-11,2016-09-17,37,"2855","national","national","At or Above Threshold"
"55",0.057,0.061,0.061,1,9,3017,49889,3026,"38","National","All",2016-09-18,2016-09-24,38,"2856","national","national","At or Above Threshold"
"55",0.058,0.061,0.06,1,11,2986,50265,2997,"39","National","All",2016-09-25,2016-10-01,39,"2857","national","national","Normal levels"
